Time,Step_Number,RF_Btm_Pwr,RF_Rfl_Pwr,Pressure,RF_Tuner,TCP_Tuner,TCP_Top_Pwr,Vat_Valve,batch_id
27.0908,4,130,0,1185,9471,19428,347,49,l2931.txm
28.1094,4,134,0,1186,9433,19250,349,49,l2931.txm
29.1289,4,130,0,1185,9424,19316,354,49,l2931.txm
30.1797,4,134,0,1186,9460,19330,350,49,l2931.txm
31.2793,4,133,0,1185,9419,19256,351,49,l2931.txm
32.2197,4,133,0,1186,9469,19334,348,49,l2931.txm
33.2393,4,135,0,1183,9412,19188,349,49,l2931.txm
34.2598,4,134,0,1185,9493,19314,343,49,l2931.txm
35.2793,4,134,0,1184,9386,19412,347,49,l2931.txm
36.2998,4,132,0,1184,9425,19118,342,49,l2931.txm
37.3193,4,135,0,1188,9413,19336,345,49,l2931.txm
38.3389,4,135,0,1184,9419,19384,347,49,l2931.txm
39.3594,4,134,0,1184,9499,19400,350,49,l2931.txm
40.3789,4,134,0,1181,9451,19178,345,49,l2931.txm
41.3994,4,133,0,1185,9464,19104,354,49,l2931.txm
42.4189,4,131,0,1185,9481,19120,352,49,l2931.txm
43.4658,4,132,0,1182,9412,19354,347,49,l2931.txm
44.5391,4,133,0,1186,9502,19414,360,49,l2931.txm
45.5098,4,134,0,1184,9405,19192,349,49,l2931.txm
46.5293,4,135,0,1184,9444,19404,349,49,l2931.txm
47.5498,4,133,0,1186,9456,19344,361,49,l2931.txm
48.5693,4,135,0,1184,9429,19242,359,49,l2931.txm
49.5908,4,136,0,1185,9479,19378,353,49,l2931.txm
50.6103,4,136,0,1184,9466,19232,347,49,l2931.txm
51.6543,4,131,0,1184,9441,19390,349,49,l2931.txm
52.6484,4,133,0,1185,9440,19274,351,49,l2931.txm
53.6699,4,131,0,1185,9421,19126,350,49,l2931.txm
54.6895,4,132,1,1194,9455,19262,345,49,l2931.txm
55.709,4,133,0,1194,9413,19546,348,49,l2931.txm
56.7295,4,131,0,1189,9449,19600,347,49,l2931.txm
57.749,4,131,0,1191,9438,19740,347,49,l2931.txm
58.7998,5,132,0,1219,9498,19846,349,49,l2931.txm
59.7891,5,136,0,1205,9489,19888,351,49,l2931.txm
60.8086,5,134,0,1191,9499,19894,346,50,l2931.txm
61.8291,5,132,0,1181,9448,19894,348,50,l2931.txm
62.8496,5,132,0,1184,9467,19946,343,50,l2931.txm
63.8691,5,136,0,1187,9495,19948,347,50,l2931.txm
64.8896,5,132,0,1184,9446,19948,355,50,l2931.txm
65.9092,5,135,0,1184,9460,20006,344,50,l2931.txm
66.9297,5,133,0,1184,9453,19910,344,50,l2931.txm
67.9492,5,131,0,1184,9463,20152,350,50,l2931.txm
68.9697,5,132,0,1181,9477,19998,350,50,l2931.txm
69.9893,5,131,0,1183,9451,20032,353,49,l2931.txm
71.0342,5,132,0,1178,9460,20320,349,49,l2931.txm
72.0293,5,133,0,1178,9474,20386,359,49,l2931.txm
73.0547,5,133,0,1183,9605,20470,346,49,l2931.txm
74.0693,5,133,0,1191,9566,20316,344,49,l2931.txm
75.0908,5,133,0,1197,9615,20280,354,49,l2931.txm
76.1104,5,135,0,1195,9518,20008,346,49,l2931.txm
77.1289,5,132,0,1187,9444,19938,352,50,l2931.txm
78.1494,5,133,0,1189,9450,19482,348,50,l2931.txm
79.1689,5,134,0,1191,9457,19268,348,50,l2931.txm
80.207,5,133,0,1183,9427,19270,354,50,l2931.txm
81.2197,5,134,0,1184,9496,19108,347,50,l2931.txm
82.2393,5,132,0,1185,9517,19166,342,50,l2931.txm
83.2891,5,133,0,1182,9493,19336,351,50,l2931.txm
84.3096,5,134,0,1186,9524,19120,355,50,l2931.txm
85.3291,5,133,0,1185,9443,19084,350,50,l2931.txm
86.3496,5,134,0,1185,9491,19238,344,50,l2931.txm
87.3691,5,133,0,1184,9472,19164,343,50,l2931.txm
88.3896,5,135,0,1186,9499,19114,344,50,l2931.txm
89.4092,5,135,0,1184,9474,19100,349,50,l2931.txm
90.4551,5,136,0,1185,9432,19330,346,50,l2931.txm
91.4492,5,132,0,1184,9502,19222,355,50,l2931.txm
92.4707,5,131,0,1184,9465,19342,357,50,l2931.txm
93.4893,5,133,0,1184,9454,19076,348,50,l2931.txm
94.5098,5,132,0,1186,9499,19142,342,50,l2931.txm
95.5547,5,132,0,1186,9490,19334,344,50,l2931.txm
96.5498,5,135,0,1186,9434,19114,359,50,l2931.txm
97.5703,5,132,0,1184,9496,19322,344,50,l2931.txm
98.5908,5,132,0,1186,9430,19262,344,50,l2931.txm
99.6103,5,135,0,1185,9454,19198,343,50,l2931.txm
100.63,5,132,0,1186,9418,19062,348,50,l2931.txm
101.649,5,135,0,1184,9506,19192,354,50,l2931.txm
102.669,5,134,0,1187,9467,19182,346,50,l2931.txm
103.689,5,131,0,1186,9424,19076,348,50,l2931.txm
104.709,5,133,0,1185,9436,19124,356,50,l2931.txm
105.729,5,134,0,1184,9455,19150,347,50,l2931.txm
106.749,5,130,0,1187,9428,19298,348,50,l2931.txm
107.794,5,132,0,1187,9439,19302,342,50,l2931.txm
108.789,5,134,0,1185,9488,19104,348,50,l2931.txm
109.81,5,133,0,1185,9433,19194,349,50,l2931.txm
110.943,5,132,0,1184,9491,19314,347,50,l2931.txm
10.71,4,132,0,1219,9410,19994,350,49,l2931.txm
10.71,4,132,0,1219,9410,19994,350,49,l2932.txm
11.7305,4,131,0,1218,9496,19994,346,49,l2932.txm
12.75,4,135,0,1217,9404,19988,350,49,l2932.txm
13.7988,4,132,0,1206,9465,20056,352,49,l2932.txm
14.791,4,135,1,1175,9468,20318,358,49,l2932.txm
15.8105,4,132,0,1146,9446,19162,342,49,l2932.txm
16.8301,4,131,0,1190,9466,19594,361,48,l2932.txm
17.8506,4,132,0,1203,9493,19378,347,48,l2932.txm
18.8701,4,132,0,1207,9483,19598,342,49,l2932.txm
19.8994,4,134,0,1158,9425,19376,346,49,l2932.txm
20.9189,4,132,0,1194,9445,19528,342,48,l2932.txm
21.9404,4,135,0,1186,9470,19570,358,49,l2932.txm
22.96,4,134,0,1182,9460,19324,347,49,l2932.txm
23.9795,4,133,0,1186,9485,19638,353,49,l2932.txm
25,4,132,0,1187,9426,19624,351,49,l2932.txm
26.0449,4,134,0,1187,9462,19370,349,49,l2932.txm
27.0391,4,134,0,1186,9443,19318,351,49,l2932.txm
28.0605,4,134,0,1184,9431,19336,358,49,l2932.txm
29.0791,4,135,0,1184,9436,19356,352,49,l2932.txm
30.0996,4,131,0,1185,9489,19312,349,49,l2932.txm
31.1201,4,129,0,1186,9453,19436,361,49,l2932.txm
32.1406,4,132,0,1184,9447,19346,343,49,l2932.txm
33.1602,4,130,0,1186,9448,19184,351,49,l2932.txm
34.1797,4,132,0,1184,9427,19130,347,49,l2932.txm
35.2012,4,135,0,1184,9475,19306,360,49,l2932.txm
36.2197,4,132,0,1184,9443,19306,346,49,l2932.txm
37.2393,4,135,0,1184,9490,19122,344,49,l2932.txm
38.2861,4,134,0,1184,9477,19184,343,49,l2932.txm
39.2803,4,133,0,1186,9414,19292,350,49,l2932.txm
40.2988,4,135,0,1185,9432,19416,353,49,l2932.txm
41.3994,4,131,0,1185,9504,19176,349,49,l2932.txm
42.3691,4,131,0,1185,9468,19250,351,49,l2932.txm
43.3887,4,130,0,1187,9490,19408,350,49,l2932.txm
44.4092,4,125,0,1184,9492,19326,352,49,l2932.txm
45.4277,4,132,0,1185,9435,19092,351,49,l2932.txm
46.4492,4,134,0,1185,9453,19300,348,49,l2932.txm
47.4687,4,134,0,1183,9465,19390,346,49,l2932.txm
48.5127,4,138,0,1185,9429,19382,351,49,l2932.txm
49.5088,4,132,0,1185,9418,19248,350,49,l2932.txm
50.5303,4,134,0,1184,9474,19386,345,49,l2932.txm
51.5537,4,129,0,1185,9446,19258,346,49,l2932.txm
52.5693,4,134,0,1184,9439,19276,350,49,l2932.txm
53.5889,4,135,1,1185,9453,19254,351,49,l2932.txm
54.6104,4,130,0,1197,9430,19348,346,49,l2932.txm
55.6289,4,136,0,1187,9417,19590,338,49,l2932.txm
56.6494,4,135,1,1192,9510,19764,343,49,l2932.txm
57.6689,5,131,0,1193,9470,19840,342,49,l2932.txm
58.6894,5,132,0,1214,9450,19896,344,49,l2932.txm
59.709,5,135,0,1198,9459,19898,353,49,l2932.txm
60.7295,5,131,0,1181,9438,19906,349,50,l2932.txm
61.749,5,136,0,1185,9462,19914,353,49,l2932.txm
62.7695,5,136,0,1186,9514,19942,342,49,l2932.txm
63.79,5,134,0,1185,9493,19940,353,49,l2932.txm
64.8105,5,132,0,1188,9463,19916,352,49,l2932.txm
65.8291,5,135,0,1185,9430,19946,349,49,l2932.txm
66.8496,5,132,0,1184,9437,20066,348,49,l2932.txm
67.8945,5,132,0,1185,9472,19886,343,49,l2932.txm
68.8887,5,135,0,1183,9437,20200,345,49,l2932.txm
69.9092,5,132,0,1177,9425,20052,361,49,l2932.txm
70.9287,5,133,0,1178,9462,20096,350,49,l2932.txm
71.9492,5,136,0,1180,9510,20440,347,49,l2932.txm
72.9687,5,133,0,1188,9560,20402,352,49,l2932.txm
73.9893,5,134,0,1195,9523,20296,355,49,l2932.txm
75.0098,5,132,0,1196,9534,19914,348,49,l2932.txm
76.0293,5,132,0,1191,9511,20074,355,50,l2932.txm
77.0488,5,132,0,1183,9473,19684,351,50,l2932.txm
78.0693,5,135,0,1190,9520,19482,344,50,l2932.txm
79.0889,5,133,0,1180,9482,19350,349,50,l2932.txm
80.1338,5,135,0,1191,9500,19308,343,50,l2932.txm
81.1289,5,131,0,1177,9432,19062,345,50,l2932.txm
82.1504,5,131,0,1189,9490,19268,349,50,l2932.txm
83.1699,5,135,0,1177,9530,19326,347,50,l2932.txm
84.1895,5,131,0,1193,9502,19316,343,50,l2932.txm
85.21,5,135,0,1180,9519,19270,350,50,l2932.txm
86.2295,5,133,0,1188,9471,19058,349,50,l2932.txm
87.2754,5,132,0,1181,9506,19242,345,50,l2932.txm
88.2695,5,135,0,1193,9496,19334,354,50,l2932.txm
89.29,5,132,0,1184,9494,19138,343,50,l2932.txm
90.3105,5,132,0,1188,9523,19312,344,50,l2932.txm
91.3291,5,134,0,1192,9447,19326,347,50,l2932.txm
92.3496,5,135,0,1184,9546,19232,350,50,l2932.txm
93.3691,5,132,0,1184,9462,19066,349,50,l2932.txm
94.3887,5,135,0,1183,9462,19272,346,50,l2932.txm
95.4102,5,133,0,1187,9482,19312,353,50,l2932.txm
96.4287,5,134,0,1187,9500,19228,349,50,l2932.txm
97.4492,5,133,0,1187,9433,19180,348,50,l2932.txm
98.4687,5,133,0,1186,9448,19052,352,50,l2932.txm
99.5156,5,131,0,1187,9442,19176,349,50,l2932.txm
100.509,5,132,0,1186,9435,19126,349,50,l2932.txm
101.531,5,132,0,1187,9441,19332,342,50,l2932.txm
102.55,5,135,0,1187,9435,19156,356,50,l2932.txm
103.569,5,132,0,1185,9415,19290,348,50,l2932.txm
104.614,5,131,0,1187,9461,19316,351,50,l2932.txm
105.639,5,132,0,1184,9449,19180,346,50,l2932.txm
106.659,5,135,0,1188,9460,19180,356,50,l2932.txm
107.679,5,132,0,1181,9413,19316,349,50,l2932.txm
108.699,5,132,0,1187,9496,19258,357,50,l2932.txm
109.719,5,135,0,1181,9465,19242,347,50,l2932.txm
110.739,5,134,0,1186,9511,19098,350,50,l2932.txm
10.7793,4,135,0,1219,9473,19986,353,49,l2932.txm
10.7793,4,135,0,1219,9473,19986,353,49,l2933.txm
11.8008,4,135,0,1218,9470,19916,358,49,l2933.txm
12.8213,4,135,0,1214,9431,20092,347,49,l2933.txm
13.8418,4,134,0,1193,9491,20086,347,49,l2933.txm
14.8604,4,133,0,1165,9433,20310,353,49,l2933.txm
15.8809,4,134,0,1156,9496,19330,351,48,l2933.txm
16.9004,4,134,0,1196,9437,19510,346,48,l2933.txm
17.9551,4,132,0,1201,9471,19398,350,48,l2933.txm
18.9395,4,132,0,1195,9507,19464,351,49,l2933.txm
19.96,4,134,0,1160,9398,19558,349,49,l2933.txm
20.9805,4,133,0,1196,9454,19300,349,48,l2933.txm
22,4,134,0,1185,9479,19488,352,49,l2933.txm
23.0205,4,132,0,1187,9441,19542,351,49,l2933.txm
24.041,4,135,0,1187,9488,19484,343,49,l2933.txm
25.0605,4,133,0,1185,9455,19274,348,49,l2933.txm
26.0811,4,133,0,1186,9479,19238,351,49,l2933.txm
27.1006,4,133,0,1186,9483,19218,352,49,l2933.txm
28.1211,4,132,0,1186,9492,19354,345,49,l2933.txm
29.1406,4,131,0,1184,9441,19378,350,49,l2933.txm
30.1943,4,134,0,1185,9445,19210,358,49,l2933.txm
31.1797,4,133,0,1187,9472,19118,350,49,l2933.txm
32.1992,4,132,0,1182,9491,19128,345,49,l2933.txm
33.2207,4,136,0,1185,9493,19362,354,49,l2933.txm
34.2402,4,131,0,1186,9428,19150,343,49,l2933.txm
35.2607,4,131,0,1187,9478,19390,350,49,l2933.txm
36.2803,4,134,0,1186,9446,19368,348,49,l2933.txm
37.3008,4,130,0,1183,9408,19326,357,49,l2933.txm
38.3213,4,132,0,1183,9466,19222,354,49,l2933.txm
39.3408,4,133,0,1185,9456,19414,342,49,l2933.txm
40.3603,4,134,0,1183,9505,19092,354,49,l2933.txm
41.4219,4,133,0,1184,9465,19096,355,49,l2933.txm
42.4307,4,130,0,1187,9480,19390,346,49,l2933.txm
43.4502,4,131,0,1184,9475,19386,344,49,l2933.txm
44.4707,4,132,0,1184,9440,19094,353,49,l2933.txm
45.5703,4,134,0,1186,9421,19410,353,49,l2933.txm
46.541,4,135,0,1185,9411,19220,354,49,l2933.txm
47.5605,4,135,0,1183,9437,19094,343,49,l2933.txm
48.5811,4,135,0,1184,9455,19390,342,49,l2933.txm
49.5996,4,134,0,1182,9435,19098,344,49,l2933.txm
50.6211,4,132,0,1184,9474,19406,357,49,l2933.txm
51.6406,4,133,0,1185,9466,19366,346,49,l2933.txm
52.6846,4,134,0,1182,9431,19100,351,49,l2933.txm
53.6807,4,132,0,1191,9439,19258,342,49,l2933.txm
54.7002,4,134,1,1191,9450,19494,342,49,l2933.txm
55.7207,4,134,0,1188,9492,19588,343,49,l2933.txm
56.7402,4,131,0,1186,9523,19738,358,49,l2933.txm
57.7617,5,134,0,1207,9437,19846,353,49,l2933.txm
58.7803,5,134,0,1206,9451,19886,353,49,l2933.txm
59.833,5,132,0,1187,9450,19884,345,49,l2933.txm
60.8203,5,132,0,1182,9523,19956,348,50,l2933.txm
61.8418,5,132,0,1190,9457,19954,345,50,l2933.txm
62.8603,5,135,0,1182,9437,19956,344,50,l2933.txm
63.8809,5,136,0,1189,9509,19950,344,49,l2933.txm
64.9297,5,133,0,1182,9457,19856,349,50,l2933.txm
65.9521,5,133,0,1191,9453,20204,344,49,l2933.txm
67.002,5,132,0,1184,9432,20084,350,50,l2933.txm
67.9902,5,136,0,1182,9437,20046,340,49,l2933.txm
69.0107,5,132,0,1179,9503,20212,355,49,l2933.txm
70.0303,5,136,0,1181,9472,20380,350,49,l2933.txm
71.0508,5,133,0,1179,9499,20194,349,49,l2933.txm
72.0967,5,132,0,1180,9486,20476,347,49,l2933.txm
73.0908,5,134,0,1193,9558,20398,346,49,l2933.txm
74.1103,5,132,0,1193,9610,20242,345,49,l2933.txm
75.1309,5,131,0,1193,9582,20136,343,49,l2933.txm
76.1709,5,133,0,1192,9479,19826,346,50,l2933.txm
77.1904,5,135,0,1187,9491,19464,347,50,l2933.txm
78.2109,5,133,0,1191,9501,19276,356,50,l2933.txm
79.2305,5,134,0,1187,9467,19228,349,50,l2933.txm
80.251,5,132,0,1186,9448,19108,349,50,l2933.txm
81.2715,5,133,0,1186,9435,19198,353,50,l2933.txm
82.291,5,133,0,1187,9502,19362,345,50,l2933.txm
83.3105,5,134,0,1186,9477,19296,344,50,l2933.txm
84.3555,5,134,0,1185,9467,19078,358,50,l2933.txm
85.3506,5,134,0,1185,9489,19288,356,50,l2933.txm
86.3721,5,133,0,1183,9512,19098,355,50,l2933.txm
87.3916,5,133,0,1185,9421,19238,353,50,l2933.txm
88.4121,5,134,0,1186,9446,19140,353,50,l2933.txm
89.4307,5,133,0,1186,9461,19146,345,50,l2933.txm
90.4521,5,131,0,1184,9440,19358,345,50,l2933.txm
91.4707,5,133,0,1185,9476,19326,343,50,l2933.txm
92.4902,5,132,0,1184,9477,19100,349,50,l2933.txm
93.5107,5,135,0,1184,9437,19268,347,50,l2933.txm
94.5371,5,133,0,1185,9524,19190,354,50,l2933.txm
95.5518,5,133,0,1186,9518,19098,349,50,l2933.txm
96.5967,5,132,0,1185,9491,19122,361,50,l2933.txm
97.5908,5,134,0,1184,9474,19132,348,50,l2933.txm
98.6113,5,133,0,1186,9471,19218,354,50,l2933.txm
99.6309,5,132,0,1183,9499,19072,361,50,l2933.txm
100.65,5,131,0,1184,9519,19296,342,50,l2933.txm
101.672,5,133,0,1183,9422,19296,346,50,l2933.txm
102.691,5,132,0,1184,9445,19276,349,50,l2933.txm
103.711,5,133,0,1185,9510,19244,351,50,l2933.txm
104.73,5,132,0,1185,9487,19074,350,50,l2933.txm
105.751,5,132,0,1185,9455,19170,344,50,l2933.txm
106.771,5,132,0,1183,9437,19200,351,50,l2933.txm
107.791,5,132,0,1183,9473,19076,353,50,l2933.txm
108.837,5,132,0,1184,9493,19150,345,50,l2933.txm
109.832,5,131,0,1186,9494,19214,343,50,l2933.txm
110.852,5,133,0,1183,9440,19076,349,50,l2933.txm
10.2285,4,134,0,1225,9450,19974,352,49,l2933.txm
10.2285,4,134,0,1225,9450,19974,352,49,l2934.txm
11.2754,4,131,0,1224,9412,19978,356,49,l2934.txm
12.2686,4,134,0,1222,9400,20058,345,49,l2934.txm
13.2881,4,133,0,1213,9465,20072,342,49,l2934.txm
14.3086,4,131,0,1185,9474,20220,342,49,l2934.txm
15.3281,4,132,0,1140,9440,19234,355,49,l2934.txm
16.3486,4,132,0,1169,9463,19464,349,48,l2934.txm
17.3691,4,133,0,1201,9448,19580,344,48,l2934.txm
18.3906,4,133,0,1208,9508,19558,347,49,l2934.txm
19.4082,4,132,0,1171,9499,19372,357,49,l2934.txm
20.4297,4,133,0,1181,9411,19366,353,49,l2934.txm
21.4482,4,131,0,1190,9459,19596,349,49,l2934.txm
22.4688,4,133,0,1186,9487,19616,346,49,l2934.txm
23.5156,4,134,0,1185,9468,19616,355,49,l2934.txm
24.5391,4,135,0,1185,9429,19318,355,49,l2934.txm
25.5596,4,135,0,1185,9461,19200,353,49,l2934.txm
26.5781,4,135,0,1186,9445,19350,355,49,l2934.txm
27.5986,4,132,0,1186,9409,19260,359,49,l2934.txm
28.6191,4,130,0,1186,9473,19116,345,49,l2934.txm
29.6396,4,133,0,1185,9420,19130,349,49,l2934.txm
30.6855,4,133,0,1187,9478,19442,348,49,l2934.txm
31.6787,4,134,0,1186,9430,19212,357,49,l2934.txm
32.6992,4,135,0,1186,9428,19324,350,49,l2934.txm
33.7197,4,130,0,1185,9429,19308,336,49,l2934.txm
34.7393,4,133,0,1186,9476,19114,357,49,l2934.txm
35.7598,4,133,0,1184,9458,19106,356,49,l2934.txm
36.7793,4,135,0,1186,9416,19414,360,49,l2934.txm
37.7998,4,137,0,1184,9505,19294,351,49,l2934.txm
38.8184,4,132,0,1184,9431,19218,343,49,l2934.txm
39.8398,4,132,0,1183,9453,19410,343,49,l2934.txm
40.8594,4,131,0,1184,9417,19390,343,49,l2934.txm
41.8789,4,135,0,1182,9467,19360,349,49,l2934.txm
42.9258,4,135,0,1183,9433,19102,356,49,l2934.txm
43.9199,4,132,0,1184,9443,19082,356,49,l2934.txm
44.9385,4,130,0,1184,9429,19416,349,49,l2934.txm
46.0381,4,131,0,1184,9409,19308,349,49,l2934.txm
47.0088,4,136,0,1184,9470,19370,350,49,l2934.txm
48.0283,4,134,0,1184,9464,19416,357,49,l2934.txm
49.0488,4,132,0,1184,9454,19288,351,49,l2934.txm
50.0684,4,135,0,1186,9489,19118,344,49,l2934.txm
51.0889,4,134,0,1186,9435,19208,352,49,l2934.txm
52.1113,4,135,0,1183,9405,19206,349,49,l2934.txm
53.1924,4,133,0,1183,9400,19262,360,49,l2934.txm
54.1885,4,132,0,1186,9426,19234,342,49,l2934.txm
55.209,4,133,0,1199,9416,19348,350,49,l2934.txm
56.2285,4,131,0,1187,9423,19534,342,49,l2934.txm
57.248,4,132,0,1187,9477,19708,343,49,l2934.txm
58.2686,5,135,0,1192,9441,19792,358,49,l2934.txm
59.2881,5,132,0,1216,9480,19912,348,49,l2934.txm
60.3389,5,132,0,1200,9508,19908,351,49,l2934.txm
61.3281,5,136,0,1183,9522,19922,348,50,l2934.txm
62.3486,5,135,0,1184,9450,19950,347,50,l2934.txm
63.3691,5,133,0,1188,9500,19948,350,49,l2934.txm
64.3896,5,134,0,1181,9470,19776,342,50,l2934.txm
65.4082,5,131,0,1185,9459,20066,351,50,l2934.txm
66.4287,5,135,0,1186,9496,20032,353,50,l2934.txm
67.4482,5,136,0,1181,9468,19906,347,50,l2934.txm
68.4795,5,135,0,1184,9434,20164,340,49,l2934.txm
69.498,5,132,0,1182,9424,20064,342,49,l2934.txm
70.5186,5,134,0,1178,9440,20308,360,49,l2934.txm
71.5391,5,136,0,1181,9458,20358,350,49,l2934.txm
72.585,5,131,0,1180,9477,20148,343,49,l2934.txm
73.5781,5,135,0,1184,9584,20436,348,49,l2934.txm
74.5986,5,135,0,1194,9512,20248,342,49,l2934.txm
75.6191,5,131,0,1194,9600,19866,354,49,l2934.txm
76.6387,5,133,0,1192,9521,19908,360,50,l2934.txm
77.6592,5,134,0,1185,9513,19900,349,50,l2934.txm
78.6787,5,133,0,1188,9456,19238,345,50,l2934.txm
79.6982,5,133,0,1186,9529,19226,346,50,l2934.txm
80.7187,5,134,0,1188,9490,19310,350,50,l2934.txm
81.7393,5,133,0,1184,9468,19188,345,50,l2934.txm
82.7793,5,132,0,1186,9436,19164,342,50,l2934.txm
83.8086,5,133,0,1185,9446,19372,350,50,l2934.txm
84.8535,5,131,0,1184,9449,19162,345,50,l2934.txm
85.8486,5,132,0,1184,9472,19076,346,50,l2934.txm
86.8682,5,135,0,1185,9472,19146,349,50,l2934.txm
87.8887,5,132,0,1186,9421,19366,347,50,l2934.txm
88.9082,5,134,0,1186,9495,19292,346,50,l2934.txm
89.9287,5,135,0,1188,9468,19370,345,50,l2934.txm
90.9482,5,134,0,1182,9464,19168,348,50,l2934.txm
91.9687,5,133,0,1185,9441,19140,344,50,l2934.txm
92.9893,5,135,0,1185,9502,19244,344,50,l2934.txm
94.0098,5,133,0,1184,9504,19334,346,50,l2934.txm
95.0283,5,134,0,1188,9512,19082,345,50,l2934.txm
96.0488,5,135,0,1187,9505,19358,352,50,l2934.txm
97.0938,5,132,0,1187,9454,19294,356,50,l2934.txm
98.0889,5,133,0,1184,9517,19116,353,50,l2934.txm
99.1084,5,134,0,1184,9425,19188,345,50,l2934.txm
100.13,5,134,0,1185,9444,19340,343,50,l2934.txm
101.149,5,132,0,1185,9471,19130,346,50,l2934.txm
102.17,5,133,0,1186,9446,19076,354,50,l2934.txm
103.189,5,132,0,1186,9512,19158,353,50,l2934.txm
104.209,5,134,0,1187,9436,19074,347,50,l2934.txm
105.229,5,133,0,1187,9507,19330,354,50,l2934.txm
106.248,5,134,0,1184,9424,19184,359,50,l2934.txm
107.269,5,131,0,1186,9461,19160,352,50,l2934.txm
108.288,5,132,0,1186,9482,19336,355,50,l2934.txm
109.334,5,135,0,1186,9521,19310,353,50,l2934.txm
110.358,5,132,0,1186,9435,19276,349,50,l2934.txm
111.38,5,132,0,1187,9456,19334,347,50,l2934.txm
112.399,5,135,0,1185,9460,19178,356,50,l2934.txm
10.2266,4,135,0,1227,9519,20018,350,49,l2934.txm
10.2266,4,135,0,1227,9519,20018,350,49,l2935.txm
11.2207,4,132,0,1224,9503,19886,343,49,l2935.txm
12.2402,4,136,0,1222,9458,20154,361,49,l2935.txm
13.2598,4,135,0,1217,9519,20024,354,49,l2935.txm
14.2803,4,133,0,1192,9451,20314,357,50,l2935.txm
15.2998,4,135,0,1146,9515,19618,340,49,l2935.txm
16.3213,4,132,0,1162,9499,19424,352,48,l2935.txm
17.3408,4,132,0,1199,9500,19610,351,48,l2935.txm
18.3604,4,132,0,1208,9480,19246,346,48,l2935.txm
19.3809,4,132,0,1186,9479,19470,350,49,l2935.txm
20.4014,4,135,0,1176,9437,19348,344,49,l2935.txm
21.4199,4,132,0,1194,9452,19370,342,49,l2935.txm
22.4414,4,132,0,1183,9450,19254,356,49,l2935.txm
23.4736,4,133,0,1181,9468,19260,346,49,l2935.txm
24.4805,4,136,0,1185,9472,19544,353,49,l2935.txm
25.501,4,132,0,1190,9438,19308,349,49,l2935.txm
26.5215,4,133,0,1184,9471,19216,347,49,l2935.txm
27.541,4,127,0,1186,9517,19240,342,49,l2935.txm
28.5605,4,132,0,1185,9478,19230,357,49,l2935.txm
29.6064,4,135,0,1184,9456,19324,352,49,l2935.txm
30.6006,4,135,0,1186,9488,19290,350,49,l2935.txm
31.6211,4,133,0,1186,9460,19114,336,49,l2935.txm
32.6406,4,129,0,1184,9466,19412,351,49,l2935.txm
33.6611,4,133,0,1184,9499,19114,343,49,l2935.txm
34.6816,4,133,0,1183,9466,19362,354,49,l2935.txm
35.7002,4,132,0,1186,9423,19150,351,49,l2935.txm
36.7217,4,134,0,1186,9437,19370,347,49,l2935.txm
37.7412,4,136,0,1184,9420,19372,348,49,l2935.txm
38.7598,4,136,0,1182,9481,19136,347,49,l2935.txm
39.7813,4,125,0,1185,9503,19394,350,49,l2935.txm
40.7998,4,132,0,1184,9500,19168,347,49,l2935.txm
41.8467,4,133,0,1184,9496,19330,347,49,l2935.txm
42.8398,4,133,0,1187,9469,19204,347,49,l2935.txm
43.8613,4,132,0,1184,9449,19096,355,49,l2935.txm
44.8799,4,135,0,1187,9450,19100,348,49,l2935.txm
45.9004,4,132,0,1185,9498,19406,348,49,l2935.txm
46.9209,4,133,0,1183,9438,19374,352,49,l2935.txm
47.9414,4,134,0,1186,9457,19430,351,49,l2935.txm
48.96,4,136,0,1185,9477,19294,361,49,l2935.txm
49.9814,4,130,0,1186,9478,19340,352,49,l2935.txm
51.001,4,134,0,1186,9452,19096,348,49,l2935.txm
52.0215,4,131,0,1184,9412,19250,347,49,l2935.txm
53.041,4,136,0,1184,9463,19250,346,49,l2935.txm
54.123,4,133,0,1189,9474,19252,341,49,l2935.txm
55.1416,4,135,0,1196,9477,19594,350,49,l2935.txm
56.1602,4,132,0,1187,9493,19582,347,49,l2935.txm
57.1816,4,132,0,1189,9430,19730,348,49,l2935.txm
58.2002,5,136,0,1218,9431,19832,353,49,l2935.txm
59.2217,5,134,0,1208,9478,19878,347,49,l2935.txm
60.2412,5,131,0,1189,9507,19870,350,50,l2935.txm
61.2861,5,132,0,1179,9458,19922,350,50,l2935.txm
62.2803,5,135,0,1185,9486,19922,344,50,l2935.txm
63.3008,5,132,0,1188,9440,19942,351,50,l2935.txm
64.3213,5,134,0,1183,9505,19934,349,50,l2935.txm
65.3398,5,132,0,1185,9460,19880,342,50,l2935.txm
66.3603,5,131,0,1183,9499,19904,352,50,l2935.txm
67.3809,5,136,0,1184,9454,20070,360,50,l2935.txm
68.4004,5,132,0,1182,9477,20168,352,50,l2935.txm
69.4199,5,135,0,1179,9464,20274,344,49,l2935.txm
70.4414,5,132,0,1177,9532,20070,358,49,l2935.txm
71.4609,5,135,0,1183,9504,20164,350,49,l2935.txm
72.4805,5,134,0,1185,9498,20166,344,49,l2935.txm
73.5,5,135,0,1187,9550,20352,358,49,l2935.txm
74.5205,5,135,0,1192,9515,20428,352,49,l2935.txm
75.541,5,133,0,1194,9544,20062,349,49,l2935.txm
